"stock","timeStamp","month","open","high","low","close","change"
"NILAINFRA","2019-07-10 00:00:00","July","6.5","6.6","6.3","6.35","-0.02308"
"NILKAMAL","2019-07-10 00:00:00","July","1175.5","1175.9","1146.35","1170.55","-0.00421"
"NIPPOBATRY","2019-07-10 00:00:00","July","226.47","231.5","221.03","221.85","-0.0204"
"NIRAJ","2019-07-10 00:00:00","July","112","112","112","112","0"
"NIRAJISPAT","2019-07-10 00:00:00","July","112","112","112","112","0"
"NITCO","2019-07-10 00:00:00","July","31.3","32.15","30.05","30.4","-0.02875"
"NITINFIRE","2019-07-10 00:00:00","July","0.55","0.65","0.55","0.55","0"
"NITINSPIN","2019-07-10 00:00:00","July","69","71.9","69","70.35","0.01957"
"NITIRAJ","2019-07-10 00:00:00","July","72","72","72","72","0"
"NLCINDIA","2019-07-10 00:00:00","July","66.25","66.35","64.2","64.5","-0.02642"
"NMDC","2019-07-10 00:00:00","July","109.95","116.5","109.6","113.55","0.03274"
"NOCIL","2019-07-10 00:00:00","July","112.5","113.5","108.55","109.1","-0.03022"
"NOIDATOLL","2019-07-10 00:00:00","July","3.65","4.05","3.65","3.75","0.0274"
"NOVARTIND","2019-07-10 00:00:00","July","658.7","658.7","640","644.95","-0.02087"
"NRAIL","2019-07-10 00:00:00","July","201.75","204.1","191.25","194","-0.03841"
"NRBBEARING","2019-07-10 00:00:00","July","151.95","154.85","151.05","152.2","0.00165"
"NSIL","2019-07-10 00:00:00","July","1000","1014.05","981.35","987.55","-0.01245"
"NTPC","2019-07-10 00:00:00","July","129","131","128.65","129.05","0.00039"
"NUCLEUS","2019-07-10 00:00:00","July","330","338.85","324","326.25","-0.01136"
"NXTDIGITAL","2019-07-10 00:00:00","July","325.15","336.75","325","325.95","0.00246"
"OAL","2019-07-10 00:00:00","July","207","209.85","200.4","201.65","-0.02585"
"OBEROIRLTY","2019-07-10 00:00:00","July","594","619","560.7","571.35","-0.03813"
"OCCL","2019-07-10 00:00:00","July","1160","1178","1160","1166.2","0.00534"
"OFSS","2019-07-10 00:00:00","July","3230","3263.25","3125","3144.45","-0.02649"
"OIL","2019-07-10 00:00:00","July","153.05","154.4","149.65","151.65","-0.00915"
"OILCOUNTUB","2019-07-10 00:00:00","July","7.55","7.9","7.15","7.65","0.01325"
"OLECTRA","2019-07-10 00:00:00","July","201.35","206.55","200","201.2","-0.00074"
"OMAXAUTO","2019-07-10 00:00:00","July","49.65","50.5","47.9","48.45","-0.02417"
"OMAXE","2019-07-10 00:00:00","July","201","201","199.25","199.35","-0.00821"
"OMINFRAL","2019-07-10 00:00:00","July","20.4","20.4","18.95","19.15","-0.06127"
"OMKARCHEM","2019-07-10 00:00:00","July","7.5","7.85","7.25","7.4","-0.01333"
"ONELIFECAP","2019-07-10 00:00:00","July","6.65","6.65","6.5","6.5","-0.02256"
"ONEPOINT","2019-07-10 00:00:00","July","25","32","25","26.9","0.076"
"ONGC","2019-07-10 00:00:00","July","153.05","154.4","149.65","151.65","-0.00915"
"ONMOBILE","2019-07-10 00:00:00","July","32.35","32.7","31.3","31.45","-0.02782"
"ONWARDTEC","2019-07-10 00:00:00","July","67.95","68.45","67.5","67.55","-0.00589"
"OPTIEMUS","2019-07-10 00:00:00","July","63.65","63.65","58.6","61.25","-0.03771"
"ORBTEXP","2019-07-10 00:00:00","July","115.9","115.9","110","111.35","-0.03926"
"ORCHPHARMA","2019-07-10 00:00:00","July","1645.6","1645.6","1645.6","1645.6","0"
"ORICONENT","2019-07-10 00:00:00","July","19","19.6","18.6","18.75","-0.01316"
"ORIENTABRA","2019-07-10 00:00:00","July","18.6","19.4","17.8","18.05","-0.02957"
"ORIENTALTL","2019-07-10 00:00:00","July","14.45","15.35","11.65","12.15","-0.15917"
"ORIENTBELL","2019-07-10 00:00:00","July","132.05","136.15","132","132.25","0.00151"
"ORIENTCEM","2019-07-10 00:00:00","July","104","106.7","103.25","104.6","0.00577"
"ORIENTELEC","2019-07-10 00:00:00","July","159.8","159.9","156.45","157.35","-0.01533"
"ORIENTHOT","2019-07-10 00:00:00","July","38.05","38.8","37.55","37.95","-0.00263"
"ORIENTLTD","2019-07-10 00:00:00","July","125.7","126.6","125.7","126.5","0.00636"
"ORIENTPPR","2019-07-10 00:00:00","July","28","28.2","27.8","27.9","-0.00357"
"ORISSAMINE","2019-07-10 00:00:00","July","710","718.05","690","701.05","-0.01261"
"ORTINLAB","2019-07-10 00:00:00","July","24.58","26.46","24.06","25.73","0.04679"
"OSWALAGRO","2019-07-10 00:00:00","July","7.1","7.1","6.3","6.6","-0.07042"
"PAGEIND","2019-07-10 00:00:00","July","19830","20309.9","19650.05","20169.45","0.01712"
"PAISALO","2019-07-10 00:00:00","July","385.95","389","380.4","387.95","0.00518"
"PALASHSECU","2019-07-10 00:00:00","July","38.1","38.5","37.1","38.1","0"
"PALREDTEC","2019-07-10 00:00:00","July","27.65","27.65","26.1","26.65","-0.03617"
"PANACEABIO","2019-07-10 00:00:00","July","148.4","160","145.1","150.5","0.01415"
"PANAMAPET","2019-07-10 00:00:00","July","88.7","90.1","88.05","88.45","-0.00282"
"PAR","2019-07-10 00:00:00","July","169.15","171.6","164.3","165.2","-0.02335"
"PARACABLES","2019-07-10 00:00:00","July","11.05","11.1","10.8","10.9","-0.01357"
"PARAGMILK","2019-07-10 00:00:00","July","254.5","261.2","254.15","260.5","0.02358"
"PARSVNATH","2019-07-10 00:00:00","July","3.5","4.15","3.5","3.9","0.11429"
"PATELENG","2019-07-10 00:00:00","July","14.17","14.17","13.34","13.53","-0.04517"
"PATINTLOG","2019-07-10 00:00:00","July","27.05","28.1","26.45","26.97","-0.00296"
"PATSPINLTD","2019-07-10 00:00:00","July","7.9","8","7.7","7.75","-0.01899"
"PCJEWELLER","2019-07-10 00:00:00","July","39.3","39.95","38","38.85","-0.01145"
"PDMJEPAPER","2019-07-10 00:00:00","July","11.2","13.1","11.2","11.95","0.06696"
"PDPL","2019-07-10 00:00:00","July","4.8","4.8","4.8","4.8","0"
"PDSMFL","2019-07-10 00:00:00","July","324","326.9","322.7","323.3","-0.00216"
"PEARLPOLY","2019-07-10 00:00:00","July","13.5","13.5","13.5","13.5","0"
"PEL","2019-07-10 00:00:00","July","1941.65","1950.38","1879.08","1890.84","-0.02617"
"PENIND","2019-07-10 00:00:00","July","32.2","33.3","32.2","32.65","0.01398"
"PENINLAND","2019-07-10 00:00:00","July","5.7","5.9","5.7","5.75","0.00877"
"PERSISTENT","2019-07-10 00:00:00","July","619.25","619.9","611.35","616.2","-0.00493"
"PETRONET","2019-07-10 00:00:00","July","241.5","247.4","241","244.2","0.01118"
"PFC","2019-07-10 00:00:00","July","127.05","129.7","124.45","124.95","-0.01653"
"PFIZER","2019-07-10 00:00:00","July","3280","3300.25","3170","3208.3","-0.02186"
"PFOCUS","2019-07-10 00:00:00","July","50","52.6","49.05","49.5","-0.01"
"PFS","2019-07-10 00:00:00","July","15","15.15","14.75","14.8","-0.01333"
"IDBI","2019-07-10 00:00:00","July","34.9","35.3","34.15","34.45","-0.01289"
"IDEA","2019-07-10 00:00:00","July","11.35","11.5","11.2","11.25","-0.00881"
"IDFC","2019-07-10 00:00:00","July","35.85","36.15","35.7","35.85","0"
"IDFCFIRSTB","2019-07-10 00:00:00","July","42.85","43.5","42.3","42.65","-0.00467"
"IEX","2019-07-10 00:00:00","July","46.17","47.7","46.03","47.5","0.02881"
"IFBAGRO","2019-07-10 00:00:00","July","365","380","361.1","372.65","0.02096"
"IFBIND","2019-07-10 00:00:00","July","735","739.95","720.25","731.45","-0.00483"
"IFCI","2019-07-10 00:00:00","July","8.7","8.8","8.5","8.5","-0.02299"
"IFGLEXPOR","2019-07-10 00:00:00","July","183.05","189.8","181.95","182.35","-0.00382"
"IGARASHI","2019-07-10 00:00:00","July","225.5","225.5","214.15","214.15","-0.05033"
"IGL","2019-07-10 00:00:00","July","303.9","312","302.5","304.3","0.00132"
"IIFL","2019-07-10 00:00:00","July","145.2","148.15","144.3","145.7","0.00344"
"IL&FSENGG","2019-07-10 00:00:00","July","5.75","6","5.55","5.65","-0.01739"
"IL&FSTRANS","2019-07-10 00:00:00","July","2.8","2.9","2.8","2.8","0"
"IMAGICAA","2019-07-10 00:00:00","July","5","5.05","4.8","4.85","-0.03"
"IMFA","2019-07-10 00:00:00","July","93","94.72","93","94.28","0.01376"
"IMPAL","2019-07-10 00:00:00","July","556.67","569.33","556.67","556.7","0.00005"
"IMPEXFERRO","2019-07-10 00:00:00","July","0.45","0.45","0.45","0.45","0"
"INCREDIBLE","2019-07-10 00:00:00","July","83.5","85","82.8","83.1","-0.00479"
"INDBANK","2019-07-10 00:00:00","July","7.95","7.95","7.55","7.7","-0.03145"
"INDHOTEL","2019-07-10 00:00:00","July","148.6","149.9","147.3","148.3","-0.00202"
"INDIACEM","2019-07-10 00:00:00","July","95.9","97.5","93.6","94.2","-0.01773"
"INDIAGLYCO","2019-07-10 00:00:00","July","226.75","228.7","226.1","228","0.00551"
"INDIAMART","2019-07-10 00:00:00","July","1313","1338","1313","1324.9","0.00906"
"INDIANB","2019-07-10 00:00:00","July","243.1","246.2","238.5","243.6","0.00206"
"INDIANCARD","2019-07-10 00:00:00","July","100.65","100.65","97","99.55","-0.01093"
"INDIANHUME","2019-07-10 00:00:00","July","308.55","316.05","299.65","300.5","-0.02609"
"INDIGO","2019-07-10 00:00:00","July","1409.7","1417","1264.85","1398.05","-0.00826"
"INDLMETER","2019-07-10 00:00:00","July","25.9","26.5","24.25","24.35","-0.05985"
"INDNIPPON","2019-07-10 00:00:00","July","411.3","411.95","390","397.55","-0.03343"
"INDOCO","2019-07-10 00:00:00","July","149.25","152","149","151.15","0.01273"
"INDORAMA","2019-07-10 00:00:00","July","27.5","27.5","26.4","26.6","-0.03273"
"INDOSTAR","2019-07-10 00:00:00","July","364.95","370.25","357","357.65","-0.02"
"INDOTECH","2019-07-10 00:00:00","July","98.7","98.75","94","94","-0.04762"
"INDOTHAI","2019-07-10 00:00:00","July","25.3","26.05","25.1","25.95","0.02569"
"INDOWIND","2019-07-10 00:00:00","July","4.1","4.1","3.75","3.9","-0.04878"
"INDRAMEDCO","2019-07-10 00:00:00","July","37.15","37.45","36.4","36.9","-0.00673"
"INDSWFTLAB","2019-07-10 00:00:00","July","31.15","32.3","31.15","31.8","0.02087"
"INDSWFTLTD","2019-07-10 00:00:00","July","3.9","3.95","3.8","3.95","0.01282"
"INDTERRAIN","2019-07-10 00:00:00","July","96.05","98.75","95.7","96.2","0.00156"
"INDUSINDBK","2019-07-10 00:00:00","July","1501","1520.75","1468.6","1487.25","-0.00916"
"INDUSTOWER","2019-07-10 00:00:00","July","260.1","260.95","258.15","259.95","-0.00058"
"INEOSSTYRO","2019-07-10 00:00:00","July","425.35","434","422.05","426.45","0.00259"
"INFIBEAM","2019-07-10 00:00:00","July","20.85","21.39","20.72","20.82","-0.00144"
"INFY","2019-07-10 00:00:00","July","709","722.7","706.5","717.25","0.01164"
"INGERRAND","2019-07-10 00:00:00","July","611.95","628.75","600.15","620.95","0.01471"
"INOXLEISUR","2019-07-10 00:00:00","July","318","331.9","318","328.65","0.03349"
"INOXWIND","2019-07-10 00:00:00","July","69.6","70.1","69","69.2","-0.00575"
"INSECTICID","2019-07-10 00:00:00","July","638.6","652.95","638.6","646.7","0.01268"
"INTEGRA","2019-07-10 00:00:00","July","182","182.8","170.15","170.75","-0.06181"
"INTELLECT","2019-07-10 00:00:00","July","265.1","265.5","263.35","265.05","-0.00019"
"INTENTECH","2019-07-10 00:00:00","July","27.35","28.95","27.35","28.65","0.04753"
"INTLCONV","2019-07-10 00:00:00","July","28","28","28","28","0"
"INVENTURE","2019-07-10 00:00:00","July","1.16","1.24","1.16","1.23","0.06034"
"IOB","2019-07-10 00:00:00","July","12.4","12.65","12","12.1","-0.02419"
"IOC","2019-07-10 00:00:00","July","150.5","151.85","144.6","148.15","-0.01561"
"IOLCP","2019-07-10 00:00:00","July","198.5","209","197.3","205.1","0.03325"
"IPCALAB","2019-07-10 00:00:00","July","478.98","478.98","473","475.75","-0.00674"
"IRB","2019-07-10 00:00:00","July","93.3","93.3","91.7","92.45","-0.00911"
"IRCON","2019-07-10 00:00:00","July","39.09","39.48","38.22","38.65","-0.01126"
"ISEC","2019-07-10 00:00:00","July","215.1","222.45","215.1","218.95","0.0179"
"ISFT","2019-07-10 00:00:00","July","108.95","108.95","99.2","100.1","-0.08123"
"ISGEC","2019-07-10 00:00:00","July","445","453.9","445","450.85","0.01315"
"ISMTLTD","2019-07-10 00:00:00","July","5.35","5.35","4.9","5.1","-0.04673"
"ITC","2019-07-10 00:00:00","July","273.55","275.25","270.75","273.15","-0.00146"
"ITDC","2019-07-10 00:00:00","July","248.7","252.1","247.5","247.75","-0.00382"
"ITDCEM","2019-07-10 00:00:00","July","100","102.5","95.3","97.2","-0.028"
"ITI","2019-07-10 00:00:00","July","91.35","91.8","88.25","88.75","-0.02846"
"IVC","2019-07-10 00:00:00","July","3.6","3.7","3.6","3.6","0"
"IVP","2019-07-10 00:00:00","July","86.9","86.9","79.75","81.75","-0.05926"
"IZMO","2019-07-10 00:00:00","July","44","45.3","42.95","43.55","-0.01023"
"J&KBANK","2019-07-10 00:00:00","July","40.35","40.45","39.05","39.2","-0.0285"
"JAGRAN","2019-07-10 00:00:00","July","102.9","103.65","101.35","102.25","-0.00632"
"JAGSNPHARM","2019-07-10 00:00:00","July","26.2","26.2","24.6","25.15","-0.04008"
"JAIBALAJI","2019-07-10 00:00:00","July","24.75","26","24.75","25.3","0.02222"
"JAICORPLTD","2019-07-10 00:00:00","July","100","102.5","99.5","100.2","0.002"
"JAMNAAUTO","2019-07-10 00:00:00","July","49.8","50.7","49.1","49.35","-0.00904"
"JAYAGROGN","2019-07-10 00:00:00","July","166.6","171.5","165.9","169.6","0.01801"
"JAYBARMARU","2019-07-10 00:00:00","July","94.63","99.5","94.6","96","0.01448"
"JAYNECOIND","2019-07-10 00:00:00","July","5.2","5.25","5.05","5.25","0.00962"
"JAYSREETEA","2019-07-10 00:00:00","July","51.8","52.3","50.6","50.8","-0.01931"
"JBCHEPHARM","2019-07-10 00:00:00","July","375","375","365","369.55","-0.01453"
"JBFIND","2019-07-10 00:00:00","July","12.5","12.5","11.95","12.05","-0.036"
"JBMA","2019-07-10 00:00:00","July","223.3","226","220","220.8","-0.0112"
"JCHAC","2019-07-10 00:00:00","July","1710","1716.7","1665","1681.9","-0.01643"
"JETAIRWAYS","2019-07-10 00:00:00","July","53.4","53.4","53.4","53.4","0"
"JETFREIGHT","2019-07-10 00:00:00","July","23","23","23","23","0"
"JHS","2019-07-10 00:00:00","July","21.2","21.25","20.2","20.6","-0.0283"
"JINDALPHOT","2019-07-10 00:00:00","July","24.1","24.1","24.1","24.1","0"
"JINDALPOLY","2019-07-10 00:00:00","July","243.25","248","235","246.65","0.01398"
"JINDALSAW","2019-07-10 00:00:00","July","78.5","79.2","76.65","76.95","-0.01975"
"JINDALSTEL","2019-07-10 00:00:00","July","134.8","137.1","129.8","131.8","-0.02226"
"JINDRILL","2019-07-10 00:00:00","July","98.8","102.75","97.85","100","0.01215"
"JINDWORLD","2019-07-10 00:00:00","July","70.55","70.6","66.1","66.5","-0.05741"
"JISLDVREQS","2019-07-10 00:00:00","July","19.25","19.6","18.6","18.95","-0.01558"
"JISLJALEQS","2019-07-10 00:00:00","July","24.6","25","23.8","24.2","-0.01626"
"JITFINFRA","2019-07-10 00:00:00","July","9.7","9.7","9.4","9.7","0"
"JKCEMENT","2019-07-10 00:00:00","July","974.65","992.4","974.65","980.35","0.00585"
"JKIL","2019-07-10 00:00:00","July","143.85","149.35","143.85","147.8","0.02746"
"JKLAKSHMI","2019-07-10 00:00:00","July","344","344.75","334.9","336.85","-0.02078"
"JKPAPER","2019-07-10 00:00:00","July","123.6","124.3","120","120.8","-0.02265"
"JKTYRE","2019-07-10 00:00:00","July","76.55","76.55","75.75","76.15","-0.00523"
"JMA","2019-07-10 00:00:00","July","30.9","30.9","28.05","28.25","-0.08576"
"JMCPROJECT","2019-07-10 00:00:00","July","129","129.9","125.5","126.3","-0.02093"
"JMFINANCIL","2019-07-10 00:00:00","July","77.65","77.95","76","77.1","-0.00708"
"JOCIL","2019-07-10 00:00:00","July","85.1","89.5","85.1","88.45","0.03937"
"JPASSOCIAT","2019-07-10 00:00:00","July","2.85","3","2.65","2.7","-0.05263"
"JPINFRATEC","2019-07-10 00:00:00","July","1.5","1.5","1.45","1.45","-0.03333"
"JPOLYINVST","2019-07-10 00:00:00","July","21.85","23.65","21.7","21.9","0.00229"
"JPPOWER","2019-07-10 00:00:00","July","1.85","1.9","1.8","1.8","-0.02703"
"JSL","2019-07-10 00:00:00","July","31.8","32.2","30.85","31.2","-0.01887"
"JSLHISAR","2019-07-10 00:00:00","July","74.4","75.4","73.55","73.75","-0.00874"
"JSWENERGY","2019-07-10 00:00:00","July","71.3","71.75","68.2","70.05","-0.01753"
"JSWHL","2019-07-10 00:00:00","July","2938","2953","2911.1","2929.4","-0.00293"
"JSWISPL","2019-07-10 00:00:00","July","19","19.15","18","18.4","-0.03158"
"JSWSTEEL","2019-07-10 00:00:00","July","263.5","264.35","252","254.9","-0.03264"
"JTEKTINDIA","2019-07-10 00:00:00","July","91","92.85","88","88.95","-0.02253"
"JTLINFRA","2019-07-10 00:00:00","July","23.8","23.8","23.1","23.14","-0.02773"
"JUBLFOOD","2019-07-10 00:00:00","July","1220","1238.8","1208.5","1233.4","0.01098"
"JUBLINDS","2019-07-10 00:00:00","July","85.15","89","82.4","88.55","0.03993"
"JUBLPHARMA","2019-07-10 00:00:00","July","421.74","425.04","413.11","415.23","-0.01544"
"JUSTDIAL","2019-07-10 00:00:00","July","803","812.9","770.5","775.35","-0.03443"
"JYOTHYLAB","2019-07-10 00:00:00","July","162.25","165.5","162.25","163.7","0.00894"
"KABRAEXTRU","2019-07-10 00:00:00","July","81.55","81.6","77.5","78.8","-0.03372"
"KAJARIACER","2019-07-10 00:00:00","July","566","572.05","554.35","555.8","-0.01802"
"KAKATCEM","2019-07-10 00:00:00","July","180.55","180.55","173","173.9","-0.03683"
"KALPATPOWR","2019-07-10 00:00:00","July","484.75","510","482.25","502.9","0.03744"
"KALYANI","2019-07-10 00:00:00","July","1795","1796","1730.1","1744.5","-0.02813"
"KALYANIFRG","2019-07-10 00:00:00","July","228","233.95","228","230","0.00877"
"KAMATHOTEL","2019-07-10 00:00:00","July","41","42.2","40.7","41.2","0.00488"
"KAMDHENU","2019-07-10 00:00:00","July","153.7","157.65","151.6","156.4","0.01757"
"KANANIIND","2019-07-10 00:00:00","July","3.95","4.15","3.95","4.15","0.05063"
"KANORICHEM","2019-07-10 00:00:00","July","53.55","53.9","53.05","53.6","0.00093"
"KANSAINER","2019-07-10 00:00:00","July","428.95","428.95","418.2","425","-0.00921"
"KARMAENG","2019-07-10 00:00:00","July","13.9","15.3","13.65","14.95","0.07554"
"KARURVYSYA","2019-07-10 00:00:00","July","69.35","70","69.25","69.55","0.00288"
"KAUSHALYA","2019-07-10 00:00:00","July","0.45","0.45","0.45","0.45","0"
"KAVVERITEL","2019-07-10 00:00:00","July","3.5","3.65","3.25","3.4","-0.02857"
"KAYA","2019-07-10 00:00:00","July","515.25","529","500","521.35","0.01184"
"KBCGLOBAL","2019-07-10 00:00:00","July","40.38","40.9","39.23","39.78","-0.01486"
"KCP","2019-07-10 00:00:00","July","80.5","82.5","80.5","81.35","0.01056"
"KCPSUGIND","2019-07-10 00:00:00","July","14.65","14.75","14.5","14.55","-0.00683"
"KDDL","2019-07-10 00:00:00","July","411.36","411.36","394.6","404.56","-0.01653"
"KEC","2019-07-10 00:00:00","July","318","323","314","319.85","0.00582"
"COROMANDEL","2019-07-10 00:00:00","July","400","404.9","389","392.55","-0.01862"
"COSMOFILMS","2019-07-10 00:00:00","July","213.3","216","212.75","213.25","-0.00023"
"COUNCODOS","2019-07-10 00:00:00","July","2.15","2.15","2.05","2.15","0"
"COX&KINGS","2019-07-10 00:00:00","July","24.55","24.55","24.55","24.55","0"
"CREDITACC","2019-07-10 00:00:00","July","493.35","496.75","489.05","495.1","0.00355"
"CRISIL","2019-07-10 00:00:00","July","1432.7","1460","1432.25","1444.85","0.00848"
"CROMPTON","2019-07-10 00:00:00","July","23.05","23.35","22.2","22.4","-0.0282"
"CTE","2019-07-10 00:00:00","July","32","33.9","29.25","30.1","-0.05937"
"CUB","2019-07-10 00:00:00","July","200","203.3","198.1","199.05","-0.00475"
"CUBEXTUB","2019-07-10 00:00:00","July","12.65","12.65","11.6","11.75","-0.07115"
"CUMMINSIND","2019-07-10 00:00:00","July","745.1","750.9","740.2","741.9","-0.00429"
"CUPID","2019-07-10 00:00:00","July","115.1","117.5","110.7","113.05","-0.01781"
"CYBERTECH","2019-07-10 00:00:00","July","52.5","55.75","52.5","53.8","0.02476"
"CYIENT","2019-07-10 00:00:00","July","539.9","545","534.65","538.75","-0.00213"
"DAAWAT","2019-07-10 00:00:00","July","21.05","21.05","20.4","20.75","-0.01425"
"DABUR","2019-07-10 00:00:00","July","404","410.9","404","409.75","0.01423"
"DALBHARAT","2019-07-10 00:00:00","July","994","997","978","989.15","-0.00488"
"DALMIASUG","2019-07-10 00:00:00","July","101.5","101.5","98.05","98.5","-0.02956"
"DAMODARIND","2019-07-10 00:00:00","July","33.4","33.4","31.1","32.55","-0.02545"
"DATAMATICS","2019-07-10 00:00:00","July","91.15","92.7","90.1","90.35","-0.00878"
"DBCORP","2019-07-10 00:00:00","July","187.95","191.8","187.95","190.55","0.01383"
"DBL","2019-07-10 00:00:00","July","428.4","435.1","416.1","419.55","-0.02066"
"DBREALTY","2019-07-10 00:00:00","July","11.25","11.5","10.8","10.95","-0.02667"
"DBSTOCKBRO","2019-07-10 00:00:00","July","11","11","10.5","10.5","-0.04545"
"DCAL","2019-07-10 00:00:00","July","217.5","219.85","210","210.3","-0.0331"
"DCBBANK","2019-07-10 00:00:00","July","228.5","234.8","227","231.8","0.01444"
"DCM","2019-07-10 00:00:00","July","35.02","36.42","34","34.46","-0.01599"
"DCMSHRIRAM","2019-07-10 00:00:00","July","569.95","574.7","542.55","545.8","-0.04237"
"DCW","2019-07-10 00:00:00","July","16.55","17.25","16.45","16.55","0"
"DECCANCE","2019-07-10 00:00:00","July","381.6","389.95","381.6","385.2","0.00943"
"DEEPAKFERT","2019-07-10 00:00:00","July","103.12","105.69","101.08","101.47","-0.016"
